0.02471456	0.045058638	-0.041106064	0.023864731	0.044581752	-0.0313874	-0.026772158	-0.029201997	-0.03983257	-0.0007730238	-0.016300464	0.036113825	-0.011543946	0.01888139	0.05915242	-0.024114445
0.034458417	0.06519948	-0.0024026614	0.009844283	0.004114977	0.04145775	-0.03273246	0.049580764	-0.00980404	0.03059942	-0.0013320135	-0.018340487	-0.01575562	0.0061668614	-0.022051208	0.026140468
0.0004642558	0.02330765	0.017249394	0.00036122213	-0.035714835	0.07096838	-0.033431336	-0.010469773	0.0153651005	0.047205202	0.02204913	-0.028698616	-0.08315432	-0.03082579	-0.08236037	0.07923863
-0.035704758	0.028278409	-0.012732181	0.06198699	-0.064649895	-0.011633605	0.0032801477	-0.024391858	-0.009746291	0.0089404285	-0.046448693	-0.027963256	-0.012409425	0.003272375	-0.034743845	0.00077481614
0.084858246	-0.047077764	0.023667395	0.03923802	0.0022700173	-0.018840052	-0.025082838	-0.048529252	-0.004673045	0.0031668025	-0.005523502	0.0117416065	0.07946198	-0.011647687	-0.007977811	-0.021156099
0.010232637	0.025097264	-0.027352959	-0.006906024	0.07281002	-0.028310746	-0.002795341	0.034098305	-0.06666954	-0.025561282	-0.0017684735	-0.0008173149	-0.012970699	-0.012111866	-0.03930719	0.033528745
0.028388578	0.055240612	0.009562261	-0.04663223	-0.045028802	0.012658441	-0.012602493	0.051757574	-0.071423344	0.016724557	0.025996087	-0.015926382	0.02946617	0.004055629	-0.034733895	0.053662375
0.03630663	0.016806843	-0.04519986	-0.04974392	-0.016335994	-0.004371368	0.008666604	-0.053630263	-0.012505232	-0.0049036704	0.07784394	0.018371252	0.08309512	-0.004830622	0.030990453	-0.012403127
0.035507888	-0.076028004	0.048158698	-0.038889546	-0.021609316	-0.014992807	-0.039964452	-0.012569389	-0.000885041	-0.04465189	-0.06865122	-0.026628742	-0.01939711	-0.005470137	-0.017580016	-0.025161453
-0.0200725	0.018398969	-0.036754828	0.0062393853	-0.05566087	0.06205274	-0.051906314	0.019900791	0.02873627	0.049066495	-0.060822565	-0.008614096	-0.051892485	-0.032337204	-0.040481877	-0.0070415135
0.044173244	0.03667268	-0.039296165	0.018818306	0.0105026	-0.03733619	0.021032946	0.005774176	0.045782227	0.053609278	-0.056746926	0.024905719	-0.03495651	0.018473096	0.048708614	0.008947158
0.02018527	-0.00046937884	0.01748688	0.0027175106	-0.008441233	-0.03377392	-0.028517015	0.07099446	-0.017289093	-0.010832466	-0.015364504	0.011517398	0.030089559	-0.06203739	0.024933998	0.030757463
0.020270953	-0.096555255	0.038819052	-0.026645059	-0.0052421205	-0.043134313	-0.0072115976	-0.040483426	0.07151017	0.004989567	-0.0070031453	-0.0042038383	0.049237024	0.011229284	-0.018178679	-0.0101438435
0.034935102	-0.04565706	0.027501808	0.009543583	0.081537664	-0.017517798	0.09852447	-0.04622804	-0.030750316	-0.043022726	0.005990767	0.013548731	0.054076422	0.029153902	0.04013701	-0.016873064
-0.02640526	0.032793116	0.027813133	-0.020959701	0.01580143	-0.0035260913	0.027999654	0.06174328	0.057184123	-0.025824636	-0.013232671	0.027822914	0.0046304204	0.0020205635	-0.060275394	0.046557195
-0.025836907	-0.0555926	0.0413722	-0.027123202	0.034036193	-0.028035829	-0.027211929	-0.019366229	0.0022946913	-0.0005592017	0.0018332248	-0.038793806	0.03759656	0.033291202	-0.0065230285	0.01347362
0.034020714	-0.008987454	0.010111143	0.020673191	-0.036757898	0.033190683	-0.032964107	-0.017706905	0.005166289	0.030572424	-0.008158133	-0.030905753	-0.07174785	0.058437675	0.016564213	0.024179924
0.006982502	0.015327283	-0.020795224	0.013669344	0.005921954	-0.0684053	0.03184368	-0.02023937	-0.017628528	0.025566395	0.06508019	-0.01973477	0.004887359	0.0059184167	0.005985731	0.010915109
0.057251394	0.006967926	-0.056219548	0.029296733	-0.011835341	-0.065023035	0.04405906	-0.019645797	0.0146136	0.014101634	-0.07281247	-0.0073249503	0.06089232	-0.011541322	-0.018838102	0.03543309
0.040421434	0.039544474	0.009605268	0.012610713	-0.018388487	0.059576374	-0.024788534	0.055283677	-0.01693063	0.09618625	0.024646198	0.06823384	-0.008919293	0.019136328	-0.04164755	0.09222012
-0.059446216	-0.05945026	-0.035513584	-0.033973586	0.034134593	-0.0062157707	-0.018989325	0.009417964	0.013267752	0.009002561	-0.041534476	0.03895311	0.005977012	-0.00722562	0.036046173	-0.02124026
